,delta,deltaSummary,description,exploreUrl,hotnessColor,hotnessLevel,idForTracking,isNew,peakRankSummary,shareUrl,timePeriodsInChartSummary,title,titleLength,titleLinkUrl,trafficSummary,twitterShareUrlTitle,time
18,-7.0,<b>-7</b> since last month,"{'description': 'Isaiah Jamar Thomas is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Isaiah_Thomas_(basketball)'}",/trends/explore?q=/m/05f7g9d&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Isaiah Thomas,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201710&geo=US&cat&mid=/m/05f7g9d,<b>5 months</b> in top 10,Isaiah Thomas,13,//www.google.com/search?q=Isaiah+Thomas,10,Isaiah Thomas #19 in Google Trends Basketball players chart,201710
19,,<b>New</b> in chart,"{'description': 'Draymond Jamal Green Sr. is an American professional basketball player for the Golden State Warriors of the National...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Draymond_Green'}",/trends/explore?q=/m/05zm6n6&date=2017-10-1+2017-11-1&geo=US,#feca65,1,Draymond Green,True,Peaked at <b>#5</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201710&geo=US&cat&mid=/m/05zm6n6,<b>4 months</b> in top 10,Draymond Green,14,//www.google.com/search?q=Draymond+Green,9,Draymond Green #20 in Google Trends Basketball players chart,201710
0,1.0,<b>+1</b> since last month,"{'description': 'LeBron Raymone James Sr. is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/LeBron_James'}",/trends/explore?q=/m/01jz6d&date=2017-11-1+2017-12-1&geo=US,#d04108,5,LeBron James,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/01jz6d,<b>171 months</b> in top 10,LeBron James,12,//www.google.com/search?q=LeBron+James,100,LeBron James #1 in Google Trends Basketball players chart,201711
1,,<b>New</b> in chart,"{'description': 'Lonzo Anderson Ball is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Lonzo_Ball'}",/trends/explore?q=Lonzo+Ball&date=2017-11-1+2017-12-1&geo=US,#db601e,4,Lonzo Ball,True,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/g/11cm9wsrpr,<b>5 months</b> in top 10,Lonzo Ball,10,//www.google.com/search?q=Lonzo+Ball,69,Lonzo Ball #2 in Google Trends Basketball players chart,201711
2,0.0,<b>Same rank</b> as last month,"{'description': 'Wardell Stephen Curry II is an American professional basketball player for the Golden State Warriors of the National...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Stephen_Curry'}",/trends/explore?q=/m/0dw15r&date=2017-11-1+2017-12-1&geo=US,#e68033,3,Stephen Curry,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/0dw15r,<b>44 months</b> in top 10,Stephen Curry,13,//www.google.com/search?q=Stephen+Curry,50,Stephen Curry #3 in Google Trends Basketball players chart,201711
3,0.0,<b>Same rank</b> as last month,"{'description': 'Kyrie Andrew Irving is an American professional basketball player for the Boston Celtics of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kyrie_Irving'}",/trends/explore?q=/m/0ch52p4&date=2017-11-1+2017-12-1&geo=US,#e68033,3,Kyrie Irving,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/0ch52p4,<b>34 months</b> in top 10,Kyrie Irving,12,//www.google.com/search?q=Kyrie+Irving,43,Kyrie Irving #4 in Google Trends Basketball players chart,201711
4,0.0,<b>Same rank</b> as last month,"{'description': 'Michael Jeffrey Jordan, also known by his initials, MJ, is an American retired professional basketball player who is...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Michael_Jordan'}",/trends/explore?q=/m/054c1&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Michael Jordan,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/054c1,<b>171 months</b> in top 10,Michael Jordan,14,//www.google.com/search?q=Michael+Jordan,36,Michael Jordan #5 in Google Trends Basketball players chart,201711
5,4.0,<b>+4</b> since last month,"{'description': 'Shaquille Rashaun O\'Neal, nicknamed ""Shaq"", is an American retired professional basketball player currently serving as a...', 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Shaquille_O'Neal""}",/trends/explore?q=/m/012xdf&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Shaquille O'Neal,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/012xdf,<b>120 months</b> in top 10,Shaquille O'Neal,16,//www.google.com/search?q=Shaquille+O'Neal,29,Shaquille O'Neal #6 in Google Trends Basketball players chart,201711
6,-1.0,<b>-1</b> since last month,"{'description': 'Kobe Bean Bryant is an American former professional basketball player. He played his entire 20-year career with the Los...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kobe_Bryant'}",/trends/explore?q=/m/01kmd4&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Kobe Bryant,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/01kmd4,<b>171 months</b> in top 10,Kobe Bryant,11,//www.google.com/search?q=Kobe+Bryant,28,Kobe Bryant #7 in Google Trends Basketball players chart,201711
7,-1.0,<b>-1</b> since last month,"{'description': 'Kevin Wayne Durant is an American professional basketball player for the Golden State Warriors of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kevin_Durant'}",/trends/explore?q=/m/0gxrc1&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Kevin Durant,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/0gxrc1,<b>150 months</b> in top 10,Kevin Durant,12,//www.google.com/search?q=Kevin+Durant,26,Kevin Durant #8 in Google Trends Basketball players chart,201711
8,0.0,<b>Same rank</b> as last month,"{'description': 'Derrick Martell Rose is an American professional basketball player for the Minnesota Timberwolves of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Derrick_Rose'}",/trends/explore?q=/m/0283v6h&date=2017-11-1+2017-12-1&geo=US,#f0a049,2,Derrick Rose,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/0283v6h,<b>59 months</b> in top 10,Derrick Rose,12,//www.google.com/search?q=Derrick+Rose,24,Derrick Rose #9 in Google Trends Basketball players chart,201711
9,,<b>New</b> in chart,"{'description': 'Benjamin David Simmons is an Australian professional basketball player for the Philadelphia 76ers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Ben_Simmons'}",/trends/explore?q=/m/0104v5dm&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Ben Simmons,True,Peaked at <b>#9</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/0104v5dm,<b>2 months</b> in top 10,Ben Simmons,11,//www.google.com/search?q=Ben+Simmons,19,Ben Simmons #10 in Google Trends Basketball players chart,201711
10,1.0,<b>+1</b> since last month,"{'description': 'Russell Westbrook III is an American professional basketball player for the Oklahoma City Thunder of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Russell_Westbrook'}",/trends/explore?q=/m/03y9ygn&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Russell Westbrook,False,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/03y9ygn,<b>17 months</b> in top 10,Russell Westbrook,17,//www.google.com/search?q=Russell+Westbrook,18,Russell Westbrook #11 in Google Trends Basketball players chart,201711
11,2.0,<b>+2</b> since last month,"{'description': 'Giannis Antetokounmpo is a Greek professional basketball player for the Milwaukee Bucks of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Giannis_Antetokounmpo'}",/trends/explore?q=/m/0pdnj7h&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Giannis Antetokounmpo,False,,https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/0pdnj7h,,Giannis Antetokounmpo,21,//www.google.com/search?q=Giannis+Antetokounmpo,16,Giannis Antetokounmpo #12 in Google Trends Basketball players chart,201711
12,3.0,<b>+3</b> since last month,"{'description': 'James Edward Harden Jr. is an American professional basketball player for the Houston Rockets of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/James_Harden'}",/trends/explore?q=/m/03wbkl5&date=2017-11-1+2017-12-1&geo=US,#feca65,1,James Harden,False,Peaked at <b>#5</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/03wbkl5,<b>19 months</b> in top 10,James Harden,12,//www.google.com/search?q=James+Harden,15,James Harden #13 in Google Trends Basketball players chart,201711
13,,<b>New</b> in chart,"{'description': 'Kristaps Porzi??is is a Latvian professional basketball player for the New York Knicks of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kristaps_Porzi%C5%86%C4%A3is'}",/trends/explore?q=/m/010gnw6z&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Kristaps Porzi??is,True,,https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/010gnw6z,,Kristaps Porzi??is,18,//www.google.com/search?q=Kristaps+Porzi%C5%86%C4%A3is,13,Kristaps Porzi??is #14 in Google Trends Basketball players chart,201711
14,,<b>New</b> in chart,"{'description': 'Joel Hans Embiid is a Cameroonian professional basketball player for the Philadelphia 76ers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Joel_Embiid'}",/trends/explore?q=/m/0yt0r0r&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Joel Embiid,True,,https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/0yt0r0r,,Joel Embiid,11,//www.google.com/search?q=Joel+Embiid,13,Joel Embiid #15 in Google Trends Basketball players chart,201711
15,-5.0,<b>-5</b> since last month,"{'description': 'Dwyane Tyrone Wade Jr. is an American professional basketball player for the Miami Heat of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Dwyane_Wade'}",/trends/explore?q=/m/03l295&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Dwyane Wade,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/03l295,<b>95 months</b> in top 10,Dwyane Wade,11,//www.google.com/search?q=Dwyane+Wade,12,Dwyane Wade #16 in Google Trends Basketball players chart,201711
16,-4.0,<b>-4</b> since last month,"{'description': 'Carmelo Kyam Anthony is an American professional basketball player for the Oklahoma City Thunder of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Carmelo_Anthony'}",/trends/explore?q=/m/03l26m&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Carmelo Anthony,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/03l26m,<b>69 months</b> in top 10,Carmelo Anthony,15,//www.google.com/search?q=Carmelo+Anthony,11,Carmelo Anthony #17 in Google Trends Basketball players chart,201711
17,1.0,<b>+1</b> since last month,"{'description': 'Isaiah Jamar Thomas is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Isaiah_Thomas_(basketball)'}",/trends/explore?q=/m/05f7g9d&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Isaiah Thomas,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/05f7g9d,<b>5 months</b> in top 10,Isaiah Thomas,13,//www.google.com/search?q=Isaiah+Thomas,11,Isaiah Thomas #18 in Google Trends Basketball players chart,201711
18,,<b>New</b> in chart,"{'description': 'Blake Austin Griffin is an American professional basketball player for the Detroit Pistons of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Blake_Griffin'}",/trends/explore?q=/m/02qhzxp&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Blake Griffin,True,Peaked at <b>#5</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/02qhzxp,<b>12 months</b> in top 10,Blake Griffin,13,//www.google.com/search?q=Blake+Griffin,10,Blake Griffin #19 in Google Trends Basketball players chart,201711
19,,<b>New</b> in chart,"{'description': 'Kawhi Anthony Leonard is an American professional basketball player for the San Antonio Spurs of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kawhi_Leonard'}",/trends/explore?q=/m/0gh6pc6&date=2017-11-1+2017-12-1&geo=US,#feca65,1,Kawhi Leonard,True,Peaked at <b>#6</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201711&geo=US&cat&mid=/m/0gh6pc6,<b>1 month</b> in top 10,Kawhi Leonard,13,//www.google.com/search?q=Kawhi+Leonard,10,Kawhi Leonard #20 in Google Trends Basketball players chart,201711
0,0.0,<b>Same rank</b> as last month,"{'description': 'Kyrie Andrew Irving is an American professional basketball player for the Boston Celtics of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kyrie_Irving'}",/trends/explore?q=/m/0ch52p4&date=2017-8-1+2017-9-1&geo=US,#d04108,5,Kyrie Irving,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/0ch52p4,<b>34 months</b> in top 10,Kyrie Irving,12,//www.google.com/search?q=Kyrie+Irving,100,Kyrie Irving #1 in Google Trends Basketball players chart,201708
1,0.0,<b>Same rank</b> as last month,"{'description': 'LeBron Raymone James Sr. is an American professional basketball player for the Cleveland Cavaliers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/LeBron_James'}",/trends/explore?q=/m/01jz6d&date=2017-8-1+2017-9-1&geo=US,#db601e,4,LeBron James,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/01jz6d,<b>171 months</b> in top 10,LeBron James,12,//www.google.com/search?q=LeBron+James,70,LeBron James #2 in Google Trends Basketball players chart,201708
2,1.0,<b>+1</b> since last month,"{'description': 'Wardell Stephen Curry II is an American professional basketball player for the Golden State Warriors of the National...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Stephen_Curry'}",/trends/explore?q=/m/0dw15r&date=2017-8-1+2017-9-1&geo=US,#e68033,3,Stephen Curry,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/0dw15r,<b>44 months</b> in top 10,Stephen Curry,13,//www.google.com/search?q=Stephen+Curry,40,Stephen Curry #3 in Google Trends Basketball players chart,201708
3,5.0,<b>+5</b> since last month,"{'description': 'Kobe Bean Bryant is an American former professional basketball player. He played his entire 20-year career with the Los...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kobe_Bryant'}",/trends/explore?q=/m/01kmd4&date=2017-8-1+2017-9-1&geo=US,#f0a049,2,Kobe Bryant,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/01kmd4,<b>171 months</b> in top 10,Kobe Bryant,11,//www.google.com/search?q=Kobe+Bryant,33,Kobe Bryant #4 in Google Trends Basketball players chart,201708
4,3.0,<b>+3</b> since last month,"{'description': 'Michael Jeffrey Jordan, also known by his initials, MJ, is an American retired professional basketball player who is...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Michael_Jordan'}",/trends/explore?q=/m/054c1&date=2017-8-1+2017-9-1&geo=US,#f0a049,2,Michael Jordan,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/054c1,<b>171 months</b> in top 10,Michael Jordan,14,//www.google.com/search?q=Michael+Jordan,33,Michael Jordan #5 in Google Trends Basketball players chart,201708
5,,<b>New</b> in chart,"{'description': 'Isaiah Jamar Thomas is an American professional basketball player for the Los Angeles Lakers of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Isaiah_Thomas_(basketball)'}",/trends/explore?q=/m/05f7g9d&date=2017-8-1+2017-9-1&geo=US,#f0a049,2,Isaiah Thomas,True,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/05f7g9d,<b>5 months</b> in top 10,Isaiah Thomas,13,//www.google.com/search?q=Isaiah+Thomas,27,Isaiah Thomas #6 in Google Trends Basketball players chart,201708
6,-1.0,<b>-1</b> since last month,"{'description': 'Kevin Wayne Durant is an American professional basketball player for the Golden State Warriors of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Kevin_Durant'}",/trends/explore?q=/m/0gxrc1&date=2017-8-1+2017-9-1&geo=US,#f0a049,2,Kevin Durant,False,Peaked at <b>#1</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/0gxrc1,<b>150 months</b> in top 10,Kevin Durant,12,//www.google.com/search?q=Kevin+Durant,25,Kevin Durant #7 in Google Trends Basketball players chart,201708
7,-5.0,<b>-5</b> since last month,"{'description': 'Carmelo Kyam Anthony is an American professional basketball player for the Oklahoma City Thunder of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Carmelo_Anthony'}",/trends/explore?q=/m/03l26m&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Carmelo Anthony,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/03l26m,<b>69 months</b> in top 10,Carmelo Anthony,15,//www.google.com/search?q=Carmelo+Anthony,18,Carmelo Anthony #8 in Google Trends Basketball players chart,201708
8,3.0,<b>+3</b> since last month,"{'description': 'Shaquille Rashaun O\'Neal, nicknamed ""Shaq"", is an American retired professional basketball player currently serving as a...', 'source': 'Wikipedia', 'sourceUrl': ""http://en.wikipedia.org/wiki/Shaquille_O'Neal""}",/trends/explore?q=/m/012xdf&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Shaquille O'Neal,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/012xdf,<b>120 months</b> in top 10,Shaquille O'Neal,16,//www.google.com/search?q=Shaquille+O'Neal,13,Shaquille O'Neal #9 in Google Trends Basketball players chart,201708
9,4.0,<b>+4</b> since last month,"{'description': 'Dwyane Tyrone Wade Jr. is an American professional basketball player for the Miami Heat of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Dwyane_Wade'}",/trends/explore?q=/m/03l295&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Dwyane Wade,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/03l295,<b>95 months</b> in top 10,Dwyane Wade,11,//www.google.com/search?q=Dwyane+Wade,13,Dwyane Wade #10 in Google Trends Basketball players chart,201708
10,-4.0,<b>-4</b> since last month,"{'description': 'Derrick Martell Rose is an American professional basketball player for the Minnesota Timberwolves of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Derrick_Rose'}",/trends/explore?q=/m/0283v6h&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Derrick Rose,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/0283v6h,<b>59 months</b> in top 10,Derrick Rose,12,//www.google.com/search?q=Derrick+Rose,10,Derrick Rose #11 in Google Trends Basketball players chart,201708
11,1.0,<b>+1</b> since last month,"{'description': 'Russell Westbrook III is an American professional basketball player for the Oklahoma City Thunder of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Russell_Westbrook'}",/trends/explore?q=/m/03y9ygn&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Russell Westbrook,False,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/03y9ygn,<b>17 months</b> in top 10,Russell Westbrook,17,//www.google.com/search?q=Russell+Westbrook,10,Russell Westbrook #12 in Google Trends Basketball players chart,201708
12,-2.0,<b>-2</b> since last month,"{'description': 'James Edward Harden Jr. is an American professional basketball player for the Houston Rockets of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/James_Harden'}",/trends/explore?q=/m/03wbkl5&date=2017-8-1+2017-9-1&geo=US,#feca65,1,James Harden,False,Peaked at <b>#5</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/03wbkl5,<b>19 months</b> in top 10,James Harden,12,//www.google.com/search?q=James+Harden,9,James Harden #13 in Google Trends Basketball players chart,201708
13,5.0,<b>+5</b> since last month,"{'description': 'Allen Ezail Iverson is an American former professional basketball player who played for 14 seasons in the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Allen_Iverson'}",/trends/explore?q=/m/01sg7_&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Allen Iverson,False,Peaked at <b>#2</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/01sg7_,<b>92 months</b> in top 10,Allen Iverson,13,//www.google.com/search?q=Allen+Iverson,7,Allen Iverson #14 in Google Trends Basketball players chart,201708
14,-5.0,<b>-5</b> since last month,"{'description': 'Paul George is an American professional basketball player for the Oklahoma City Thunder of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Paul_George'}",/trends/explore?q=/m/0cc9nlt&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Paul George,False,Peaked at <b>#4</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/0cc9nlt,<b>2 months</b> in top 10,Paul George,11,//www.google.com/search?q=Paul+George,7,Paul George #15 in Google Trends Basketball players chart,201708
15,,<b>New</b> in chart,"{'description': 'Zachary McKenley Randolph is an American professional basketball player for the Sacramento Kings of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Zach_Randolph'}",/trends/explore?q=/m/05pmn_&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Zach Randolph,True,,https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/05pmn_,,Zach Randolph,13,//www.google.com/search?q=Zach+Randolph,7,Zach Randolph #16 in Google Trends Basketball players chart,201708
16,,<b>New</b> in chart,"{'description': 'Earvin ""Magic"" Johnson Jr. is an American retired professional basketball player and current president of basketball...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Magic_Johnson'}",/trends/explore?q=/m/095nx&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Magic Johnson,True,Peaked at <b>#5</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/095nx,<b>19 months</b> in top 10,Magic Johnson,13,//www.google.com/search?q=Magic+Johnson,7,Magic Johnson #17 in Google Trends Basketball players chart,201708
17,,<b>New</b> in chart,"{'description': 'Corey Jae Crowder is an American professional basketball player for the Utah Jazz of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Jae_Crowder'}",/trends/explore?q=/m/0g5rhz0&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Jae Crowder,True,,https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/0g5rhz0,,Jae Crowder,11,//www.google.com/search?q=Jae+Crowder,6,Jae Crowder #18 in Google Trends Basketball players chart,201708
18,,<b>New</b> in chart,"{'description': 'Dennis Keith Rodman is an American retired professional basketball player, who played for the Detroit Pistons, San Antonio...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Dennis_Rodman'}",/trends/explore?q=/m/01ztgm&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Dennis Rodman,True,Peaked at <b>#6</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/01ztgm,<b>6 months</b> in top 10,Dennis Rodman,13,//www.google.com/search?q=Dennis+Rodman,6,Dennis Rodman #19 in Google Trends Basketball players chart,201708
19,-3.0,<b>-3</b> since last month,"{'description': 'Christopher Emmanuel Paul is an American professional basketball player for the Houston Rockets of the National Basketball Association...', 'source': 'Wikipedia', 'sourceUrl': 'http://en.wikipedia.org/wiki/Chris_Paul'}",/trends/explore?q=/m/0cymln&date=2017-8-1+2017-9-1&geo=US,#feca65,1,Chris Paul,False,Peaked at <b>#3</b> (monthly),https://trends.google.com/trends/topcharts?vm=chart&cid=basketball_players&date=201708&geo=US&cat&mid=/m/0cymln,<b>19 months</b> in top 10,Chris Paul,10,//www.google.com/search?q=Chris+Paul,5,Chris Paul #20 in Google Trends Basketball players chart,201708
