,col
228230,vaticinator
228240,fishnet
228241,fishing_net
228253,the_boot
228254,iron_boot
228255,iron_heel
228327,full-dress
228493,Muslim
228494,Moslem
228497,Islamic
228507,goddess
228983,cockatoo
228989,infrastructure
229008,taxpayer
229009,stagecoach
229080,Athelstan
229118,National_Trust
229119,NT
229122,articulatio
229133,marijuana_cigarette
229134,reefer
229136,spliff
229192,surfer
229193,surfboarder
229339,skater
229342,husband
229343,hubby
229344,married_man
229579,harvest_time
229590,United_Nations_Educational_Scientific_and_Cultural_Organization
229591,UNESCO
229740,entanglement
229743,network
229821,discord
229822,strife
229824,dissension
229825,discordance
229829,disagree
229830,disaccord
229885,widen
229886,broaden
229898,exsert
229903,stretch_forth
229905,poke_out
229906,reach_out
229913,prolong
229914,protract
229921,gallop
229931,drawn-out
229932,extended
229933,lengthy
229934,prolonged
229935,protracted
229937,elongated
229939,lengthened
230015,territory
230171,crossing_over
230172,crossover
230173,crossover_voter
230177,crosswalk
230217,field-grade_officer
230218,field_officer
230219,FO
230245,stinging
230246,pang
230250,insect_bite
230251,bunco
230252,bunco_game
230253,bunko
230254,bunko_game
230256,confidence_trick
230257,confidence_game
230258,con_game
230259,gyp
230260,hustle
230262,flimflam
230305,rebuff
230315,fight_off
230317,drive_back
230323,conundrum
230325,brain-teaser
230490,bemuse
230491,discombobulate
230503,confuse
230506,befuddle
230508,bedevil
230509,confound
230511,galaxy
230512,galax
230514,wandflower
230515,beetleweed
230516,coltsfoot
230517,Galax_urceolata
230519,extragalactic_nebula
230525,telescope
230567,radiancy
230569,effulgence
230570,refulgence
230571,refulgency
230903,viral
231096,birthright
231098,patrimony
231244,log
231245,logarithm
231252,lumber
231610,prison
231611,prison_house
231615,tribunal
231616,judicature
231632,Nancy
231943,ecological_niche
231983,duck's_egg
231989,douse
232009,Shetland
232010,Shetland_Islands
232011,Zetland
232012,Shetland_sheepdog
232013,Shetland_sheep_dog
232435,headhunter
232437,head-shrinker
232465,recruiter
232573,curriculum_vitae
232574,CV
232577,restart
232578,re-start
232583,summarize
232584,summarise
232676,carjack
232677,stomp
232679,stump
232683,pigeonhole
232684,stereotype
232692,rubberstamp
232693,handstamp
233134,Federal_Communications_Commission
233135,FCC
233178,lens
233179,lense
233180,lens_system
233181,Lens
233182,genus_Lens
233185,crystalline_lens
233186,lens_of_the_eye
233188,electron_lens
233208,workaholic
233256,imagine
233257,conceive_of
233258,ideate
233259,envisage
233260,think
233261,opine
233262,suppose
233936,hearthstone
233937,deoxyribonucleic_acid
233938,desoxyribonucleic_acid
233939,DNA
233975,convict
233977,inmate
233978,yard_bird
233979,yardbird
233992,victimize
233993,swindle
233995,goldbrick
233999,defraud
234000,scam
234001,mulct
234003,gip
234004,hornswoggle
234042,Atlantis
234164,rootage
234177,reservoir
234183,starship
234184,spaceship
234200,oneness
234451,apostle
234452,Apostle
234453,Apostelic_Father
234465,Orthodox
234466,Jewish-Orthodox
234467,orthodox
234469,Eastern_Orthodox
234470,Russian_Orthodox
234471,Greek_Orthodox
234506,strict
234802,attest
234803,certify
234833,groundbreaking
234834,groundbreaking_ceremony
234835,innovative
234836,innovational
234839,trial_run
234843,mental_test
234844,mental_testing
234845,psychometric_test
234846,examination
234847,exam
234863,quiz
234905,bustle
234907,flurry
234908,ado
234913,bustle_about
234957,Tilapia
234958,genus_Tilapia
234961,addicted
235110,flashback
235146,waiting_room
235147,waiting_area
235397,slasher
235611,angstrom
235612,angstrom_unit
235614,vitamin_A
235615,antiophthalmic_factor
235616,axerophthol
235618,deoxyadenosine_monophosphate
235620,adenine
235626,a
235628,type_A
235629,group_A
235699,sequel
235700,subsequence
235702,continuation
235819,juggernaut
235820,steamroller
235822,road_roller
235824,steamroll
235845,sake
235846,interest
235848,saki
235849,rice_beer
236484,homage
236687,clitoris
236688,clit
236694,teamwork
236720,Hemingway
236721,Ernest_Hemingway
236737,greatest
236738,sterling
237100,ham
237101,jambon
237102,gammon
237103,Ham
237106,ham_actor
237107,overact
237108,ham_it_up
237110,overplay
237111,hemorrhagic_fever
237112,haemorrhagic_fever
237113,viral_hemorrhagic_fever
237114,viral_haemorrhagic_fever
237115,VHF
237116,very_high_frequency
237118,ultrahigh_frequency
237119,UHF
237126,feeler
237129,magnify
237130,amplify
237131,overstate
237132,exaggerate
237133,overdraw
237134,hyperbolize
237135,hyperbolise
237190,retread
237408,Bretagne
237409,Brittany
237410,Breiz
237422,Lancashire
237423,coalfield
237424,wooden
237426,tray
237471,jar
237473,jarful
237474,jolt
237476,jounce
237480,collide
237485,bump_around
237491,old_geezer
237492,antique
237496,antiquate
237499,demode
237500,ex
237501,old-fashioned
237503,outmoded
237504,passe
237505,passee
237506,age-old
237664,Christmas_Eve
237665,Dec_24
237836,Democratic
238321,omega
238322,Z
238324,z
238325,zee
238326,zed
238327,ezed
238328,izzard
238345,unleash
238348,let_loose
238420,ultimate
238427,illimitable
238428,limitless
238429,measureless
238430,unlimited
238432,boundless
238433,unbounded
238496,kitchen
238498,joyousness
238499,joyfulness
238503,rejoice
238505,gladden
238530,improvement
238531,betterment
238535,melioration
238537,Leon
238688,white_potato_vine
238689,Solanum_tuberosum
238769,therapist
238770,healer
238793,organic_structure
238794,physical_structure
238797,dead_body
238803,consistency
238804,consistence
238805,eubstance
238809,soundbox
238851,hostel
238852,hostelry
238853,inn
238855,auberge
238857,youth_hostel
238858,student_lodging
238859,Bonn
239059,manila
239060,manila_paper
239061,manilla
239062,manilla_paper
239063,Manila
239064,capital_of_the_Philippines
239082,springer
239085,springing_cow
239086,springer_spaniel
239088,spaniel
239089,Tell
239090,William_Tell
239093,tell
239096,narrate
239097,recount
239098,recite
239101,enjoin
239111,secern
239112,secernate
239113,severalize
239114,severalise
239116,tell_apart
239162,impulsive
239563,Amen
239564,Amon
239565,Amun
239566,repent
239567,atone
239569,regret
239570,rue
239571,tax_return
239572,income_tax_return
239575,homecoming
239577,coming_back
239590,recurrence
239592,rejoinder
239593,retort
239595,riposte
239597,comeback
239598,counter
239599,return_key
239602,paying_back
239603,getting_even
239606,reappearance
239611,revert
239613,retrovert
239614,regress
239616,hark_back
239618,come_back
239622,bring_back
239627,repay
239630,rejoin
239633,refund
239636,give_back
239640,reelect
239675,classify
239679,sort_out
239697,discriminate
239699,single_out
239704,ramify
239705,fork
239706,furcate
239709,isolated
239710,separated
239711,set-apart
239713,spaced
239714,disjointed
239715,dislocated
239833,Bari
239890,Lafayette
239891,La_Fayette
239892,Marie_Joseph_Paul_Yves_Roch_Gilbert_du_Motier
239893,Marquis_de_Lafayette
239913,oscilloscope
239915,cathode-ray_oscilloscope
239916,CRO
239917,cargo
239918,lading
239919,freight
239921,loading
239922,payload
239923,shipment
239924,consignment
239926,freightage
239929,freight_rate
240012,lawrencium
240013,Lr
240014,atomic_number_103
240015,disinherit
240016,disown
240018,renounce
240019,repudiate
240049,Albany
240050,capital_of_New_York
240054,governing_body
240262,swoon
240263,syncope
240264,deliquium
240268,pass_out
240581,Lake_Ontario
240582,Ontario
240585,dire
240586,direful
240588,dreaded
240589,dreadful
240591,fearsome
240592,frightening
240593,horrendous
240597,abominable
240600,painful
240602,unspeakable
240672,adrift
240673,afloat
240675,directionless
240676,planless
240677,rudderless
240678,undirected
240695,bow_tie
240696,bow-tie
240697,bowtie
240698,necktie
240700,affiliation
240701,association
240703,tie-up
240706,tie_beam
240708,linkup
240710,tie-in
240862,chop_shot
240864,chopper
240889,Abuja
240890,capital_of_Nigeria
240891,Nigerian_capital
240892,Ibadan
241013,military_campaign
241015,hunting_expedition
241016,safari
241026,take_the_field
241085,conspirator
241086,coconspirator
241087,plotter
241088,machinator
241215,outright
241216,straight-out
241218,inexhaustible
241222,Sudan
241223,Republic_of_the_Sudan
241224,Soudan
241396,sorghum
241397,genus_Sorghum
241398,Sorghum
241400,sorghum_molasses
241469,racist
241470,racialist
241473,antiblack
241474,anti-Semite
241492,ecesis
241494,validation
241499,province
241509,state_of_matter
241515,Department_of_State
241516,United_States_Department_of_State
241517,State_Department
241518,State
241519,DoS
241526,posit
241532,Revolutionary_People's_Struggle
241533,ELA
244233,article
244236,clause
244249,veranda
244250,verandah
244253,art_gallery
244254,picture_gallery
244393,pigeon
244462,surprisal
244467,balcony
244608,airlift
244612,Hizballah
244613,Hezbollah
244614,Hizbollah
244615,Hizbullah
244616,Lebanese_Hizballah
244617,Party_of_God
244618,Islamic_Jihad
244619,Islamic_Jihad_for_the_Liberation_of_Palestine
244620,Revolutionary_Justice_Organization
244621,Organization_of_the_Oppressed_on_Earth
244747,firefighter
244748,fire_fighter
244749,fire-eater
244798,masquerader
244799,masker
244800,masquer
244801,Anne
244903,guise
244904,pretense
244905,pretence
244906,pretext
244919,groupie
244922,billyo
244923,billyoh
244924,billy-ho
244925,all_get_out
245082,bald
245084,barefaced
245086,bald-headed
245087,bald-pated
245089,denuded
245090,denudate
245091,beard
245092,bearded
245093,barbate
245094,bewhiskered
245095,whiskered
245096,whiskery
245235,nightlong
245236,all-night
245237,overnight
245240,gryphon
245241,griffin
245242,griffon
245481,spoiling
245482,spoilage
245484,spoliation
245485,spoilation
245486,despoilation
245487,despoilment
245488,despoliation
245651,refreshment
245653,recreation
245761,incorporate
245769,integrated
245770,merged
245771,unified
245893,laughter
245901,express_joy
245902,express_mirth
245934,chit_chat
245935,small_talk
245936,gab
245937,gabfest
245939,tittle-tattle
245940,chin_wag
245941,chin-wag
245942,chin_wagging
245943,chin-wagging
245944,causerie
245947,scuttlebutt
245949,gossiper
245950,gossipmonger
245951,rumormonger
245952,rumourmonger
245953,newsmonger
245954,dish_the_dirt
246093,surgical_gown
246094,scrubs
246118,boutique
246119,dress_shop
246205,Galileo
246206,Galileo_Galilei
246226,trapeze
246247,aplomb
246248,assuredness
246251,sang-froid
246263,coolheaded
246264,nerveless
246269,invader
246270,encroacher
246291,waterfront
246300,barbed_wire
246301,barbwire
246325,exploration
246326,geographic_expedition
246409,biology
246410,biological_science
246412,biota
246421,boyhood
246612,signified
246616,sentiency
246617,sensory_faculty
246618,common_sense
246619,good_sense
246621,horse_sense
246623,mother_wit
246629,smell_out
246682,archeologist
246683,archaeologist
246691,marlin
246767,misfit
246845,ascertained
246846,discovered
246847,observed
246884,moved
246885,affected
246886,stirred
246887,touched
246888,across
246890,crosswise
246891,crossways
246953,helping
247192,hearten
247194,embolden
247197,cheer_up
247198,jolly_along
247199,jolly_up
247202,chirk_up
247349,Lascaux
247350,cave
247352,undermine
247354,spelunk
247355,health_maintenance_organization
247356,HMO
247421,clerical
247424,Kuwait
247425,Kuwait_City
247426,Koweit
247427,capital_of_Kuwait
247429,State_of_Kuwait
247591,query
247592,interrogation
247597,interrogative
247598,interrogative_sentence
247607,oppugn
247608,call_into_question
247609,interrogate
247693,talking
247700,talk_of_the_town
247702,speak
247707,verbalize
247708,verbalise
247780,iodine
247781,iodin
247783,atomic_number_53
247894,samsara
247981,libertarian
247984,progressive_tense
247986,imperfect_tense
247987,continuous_tense
247994,Wordsworth
247995,William_Wordsworth
248043,Paradise
248241,pantyhose
248338,epidemiologic
248339,epidemiological
249105,redwood
249106,sequoia
249401,Ramadan
249411,hairdresser
249412,hairstylist
249413,stylist
249414,styler
249561,effects
249562,personal_effects
249582,effectuate
249615,wages
249616,reward
249622,advantage
249627,reinforce
249632,ineluctable
249633,inescapable
249634,unavoidable
249651,teacup
249652,teacupful
249674,reddish_blue
249785,vase
249809,closeup
249837,head_covering
249838,veil
249840,velum
249841,caul
249843,embryonic_membrane
249844,humeral_veil
249848,blot_out
249852,presence
249857,bearing
249858,comportment
249860,mien
249881,nous
249886,thinker
249887,creative_thinker
249893,intellect
249901,beware
249904,bear_in_mind
249912,uncover
249914,unveil
249982,knowing
249984,cognize
249985,cognise
249993,recognize
249994,recognise
250027,wise_to
250028,intentional
250030,knowledgeable
250034,learned
250035,lettered
250036,well-educated
250037,well-read
250167,mise_en_scene
250168,stage_setting
250170,context
250171,circumstance
250174,place_setting
250200,gear_up
250204,localize
250205,localise
250209,go_under
250215,jell
250217,congeal
250218,typeset
250222,countersink
250224,sic
250235,adjust
250238,fructify
250374,initial_public_offering
250375,IPO
250376,initial_offering
250409,pigeon_pea
250410,pigeon-pea_plant
250411,cajan_pea
250412,catjang_pea
250413,red_gram
250414,dhal
250415,dahl
250416,Cajanus_cajan
250436,expatriate
250438,exile
250543,Karen
250544,Karenic
250557,day
250558,twenty-four_hours
250559,twenty-four_hour_period
250560,24-hour_interval
250561,solar_day
250562,mean_solar_day
250566,daytime
250567,daylight
250571,sidereal_day
250574,Day
250575,Clarence_Day
250576,Clarence_Shepard_Day_Jr.
250578,desert
250579,abandon
250580,forsake
250993,lion
250994,king_of_beasts
250995,Panthera_leo
250997,social_lion
251047,Islam
251048,Muslimism
251050,Islamism
251051,Mohammedanism
251052,Muhammadanism
251089,Emilia
251090,genus_Emilia
251098,Caribbean
251099,Caribbean_Sea
251215,historic_period
251218,eld
251219,long_time
251221,years
251222,old_age
251226,geezerhood
251276,coal-black
251278,jet-black
251279,pitchy
251280,sooty
251287,airplane_pilot
251289,pilot_program
251290,pilot_film
251295,pilot_burner
251296,pilot_light
251298,fender
251300,cowcatcher
251860,manufacture
251861,manufacturing
251863,fabricate
251867,cook_up
251869,invent
252002,paparazzo
252003,talon
252508,Ottawa
252509,Outaouais
252511,Ottawa_river
252513,Canadian_capital
252514,capital_of_Canada
252662,doggedness
252663,perseverance
252664,persistence
252665,persistency
252666,tenacity
252667,tenaciousness
252668,pertinacity
252671,perseveration
252672,days
252700,metaphysical
252870,troll
252875,trolling
252945,autonomy
252946,liberty
252949,shore_leave
252951,familiarity
252952,impropriety
252953,indecorum
253051,leave_of_absence
253053,farewell
253055,leave-taking
253259,daffodil
253260,Narcissus_pseudonarcissus
253344,conserve
253348,curate
253349,minister_of_religion
253350,minister
253351,parson
253352,pastor
253353,rector
253354,Pastor
253355,subgenus_Pastor
253389,Indonesian
253391,Bahasa_Indonesia
253392,Bahasa
253406,Internal_Revenue_Service
253407,IRS
253408,tuition
253409,tuition_fee
253412,tutorship
253413,loan
253414,loanword
253420,tax_collector
253421,taxman
253422,exciseman
253423,collector_of_internal_revenue
253424,internal_revenue_agent
253426,wise_man
253432,pace
253433,gait
253434,footstep
253437,stride
253442,tread
253443,tempo
253503,Yokohama
253510,gorgeous
253511,merciless
253512,unmerciful
253523,golfing
253540,boards
253547,table
253548,display_panel
253549,display_board
253551,dining_table
253553,control_panel
253554,instrument_panel
253555,control_board
253557,panel
253565,gameboard
253569,room
253572,unisex
253741,collectivist
253742,leftist
253743,left-winger
253889,episode
253892,installment
253893,instalment
253894,sequence
253907,seven
253908,7
253909,VII
253910,sevener
253911,heptad
253912,septet
253913,septenary
253914,seven-spot
253918,vii
254080,diagnostician
254081,pathologist
254101,wage
254104,remuneration
254105,salary
254213,Islamist
254219,Plymouth
254514,Crocodylus
254515,genus_Crocodylus
254516,Crocodilus
254517,genus_Crocodilus
254750,Sweet
254751,Henry_Sweet
254756,confection
254759,sugariness
254763,angelic
254764,angelical
254765,cherubic
254766,seraphic
254768,dulcet
254769,honeyed
254770,mellifluous
254771,mellisonant
254774,gratifying
254776,odoriferous
254777,odorous
254778,perfumed
254779,scented
254781,sweet-scented
254782,sweet-smelling
254789,sugared
254790,sweetened
254792,sweet-flavored
254793,sweetly
254795,candy
254796,confect
254797,sugarcoat
254798,glaze
254800,gingerbread
254926,Shining_Path
254927,Sendero_Luminoso
254928,SL
254987,rosemary
254988,Rosmarinus_officinalis
255203,epiphany
255204,Epiphany
255205,Epiphany_of_Our_Lord
255206,Twelfth_day
255207,Three_Kings'_Day
255208,January_6
255235,bushy
255236,shaggy
255237,shaggy-haired
255238,shaggy-coated
255240,liver
255244,liver-colored
255276,influenza
255277,flu
255278,grippe
255279,Parkinson
255280,James_Parkinson
255282,C._Northcote_Parkinson
255283,Cyril_Northcote_Parkinson
255288,colza
255289,Brassica_napus
255291,rapine
255295,ravishment
255300,dishonor
255301,dishonour
255331,antibacterial
255332,antibacterial_drug
255333,bactericide
255335,antifungal
255336,antifungal_agent
255337,fungicide
255338,antimycotic
255339,antimycotic_agent
255340,fungicidal
255342,antiviral
255343,antiviral_agent
255344,antiviral_drug
255483,Haworth
255484,Sir_Walter_Norman_Haworth
255531,homemade
255751,chap
255753,feller
255754,fella
255756,gent
255757,blighter
255758,cuss
255759,bloke
255774,kennel
255775,doghouse
255776,dog_house
255778,pooch
255779,doggie
255780,doggy
255781,barker
255782,bow-wow
255836,technological
255837,technical
255857,Newman
255858,Paul_Newman
255859,Paul_Leonard_Newman
255861,John_Henry_Newman
255862,Cardinal_Newman
256389,plot_of_land
256390,plot_of_ground
256391,patch
256395,diagram
256400,apartment
256522,inner
256527,midland
256528,upcountry
257043,Hitchcock
257044,Alfred_Hitchcock
257045,Sir_Alfred_Hitchcock
257046,Alfred_Joseph_Hitchcock
257060,traffic
257063,dealings
257125,electrical
257126,electric
257185,Gospel
257186,Gospels
257187,evangel
257189,gospel_truth
257191,gospel_singing
257320,chapter
257353,thinning
257362,melt_off
257363,lose_weight
257364,slim
257365,slenderize
257367,slim_down
257368,biodiversity
257611,Beaverbrook
257612,1st_Baron_Beaverbrook
257613,William_Maxwell_Aitken
257626,bird_of_prey
257627,raptor
257628,raptorial_bird
257679,jawbreaker
257844,environmental
258040,ivory
258041,tusk
258046,detusk
258373,monogram
258374,bachelor_girl
258375,bachelorette
258766,yttrium
258767,Y
258768,atomic_number_39
258770,y
258771,wye
258776,gritrock
258777,gritstone
258786,filter
258789,filtrate
258791,separate_out
258792,filter_out
258793,percolate
258795,permeate
258797,trickle
258798,dribble
258804,bored
258805,world-weary
258806,blase
258909,letter
258910,missive
258912,letter_of_the_alphabet
258913,alphabetic_character
258917,varsity_letter
258941,management
258992,public_violence
258993,rioting
259011,carouse
259012,roister
259036,speak_up
259037,speak_out
259038,animadvert
259046,developer
259120,inform
259126,Yosemite
259127,Yosemite_Falls
259138,engulf
259139,plunge
259140,engross
259257,chosen
259258,Chosen
259260,elect
259327,Macbeth
259519,Stockholm
259520,capital_of_Sweden
259544,Marathi
259545,Mahratti
259780,Sikkim
259781,trek
259790,Jesuit
259791,Jesuitical
259792,Jesuitic
260055,economist
260056,economic_expert
260074,cleric
260075,churchman
260077,ecclesiastic
260081,godly
260082,providential
260085,godlike
260121,electromagnetic
260180,unnatural
260181,abnormal
260273,flowing
260275,flow_rate
260276,rate_of_flow
260285,menstruation
260286,menses
260287,menstruum
260288,catamenia
260303,menstruate
260328,tank
260329,army_tank
260330,armored_combat_vehicle
260331,armoured_combat_vehicle
260333,storage_tank
260335,tankful
260336,tank_car
260338,cooler
260951,pay_up
260952,ante_up
260963,devote
261333,newt
261334,triton
261353,Bruce
261354,David_Bruce
261355,Sir_David_Bruce
261357,Robert_the_Bruce
261358,Robert_I
261524,bulldog
261525,English_bulldog
261533,blink_of_an_eye
261537,jiffy
261538,split_second
261539,trice
261540,twinkling
261542,New_York_minute
261543,ostentation
261544,fanfare
261546,flare
261548,news_bulletin
261549,newsflash
261551,newsbreak
261554,photoflash
261555,flash_lamp
261556,flashgun
261557,flashbulb
261558,flash_bulb
261662,damsel
261663,demoiselle
261664,damoiselle
261665,damosel
261666,damozel
261884,deaf
261885,deafen
261889,indifferent
261935,transmission_time
261936,TRM
262147,Brummie
262148,Brummy
262743,British_shilling
262744,shilling
262755,bobtail
262765,curtsy
262922,melodious
262923,melodic
263048,juice
263052,succus
263053,detox
263055,detoxify
263056,moviemaking
263057,movie_making
263058,film_making
263231,pilomotor_reflex
263232,gooseflesh
263233,goose_bump
263234,goosebump
263235,goose_pimple
263236,goose_skin
263237,horripilation
263245,optimistic
263246,affirmative
263492,committee
263496,commissioning
263507,military_commission
263508,perpetration
263510,committal
263584,Assam
263586,before
263587,ahead
263588,in_front
263608,watchfulness
263609,wakefulness
263610,vigilance
263611,alertness
263614,weather_eye
263702,conceive
263708,celebrate
263712,lionize
263713,lionise
263803,face_saver
263804,face_saving
263805,graffito
263806,graffiti
263824,traditional
263922,Anubis
263923,Anpu
264041,cordial_reception
264042,hospitality
264047,slate
264050,just_the_ticket
264054,bloodletting
264055,bloodbath
264057,bloodshed
264058,battue
264059,Sevilla
264060,Seville
264077,gaseous_state
264079,gasoline
264080,gasolene
264082,petrol
264083,flatulence
264084,flatulency
264092,natural_gas
264096,tout
264097,swash
264098,shoot_a_line
264102,bluster
264103,vaunt
264105,turbine
264318,Maharashtra
264326,perceptiveness
264327,perceptivity
264332,sixth_sense
264361,Antarctic
264362,Antarctic_Zone
264363,South_Frigid_Zone
264364,south-polar
264970,fascinated
264971,hypnotized
264972,hypnotised
264973,mesmerized
264974,mesmerised
264975,spellbound
264976,spell-bound
264977,transfixed
265076,begonia
265225,exterior
265230,extraneous
265328,newsprint
265443,boulle
265444,boule
265445,buhl
265499,Bellingham
265600,narrow
265606,narrow_down
265609,specialize
265610,specialise
265613,constrict
265614,constringe
265618,narrow-minded
265651,few
265680,confession
265707,educator
265708,pedagogue
265709,pedagog
265741,trilogy
265742,Belfast
265743,capital_of_Northern_Ireland
265744,revision
265747,revisal
265748,revise
265749,rescript
265750,rewrite
265797,headshot
267203,attendance
267204,attending
267207,punctuality
267208,promptness
267313,rugby
267314,rugby_football
267315,rugger
267381,traineeship
267583,californium
267584,Cf
267585,atomic_number_98
267586,cystic_fibrosis
267587,CF
267588,fibrocystic_disease_of_the_pancreas
267589,pancreatic_fibrosis
267590,mucoviscidosis
267633,homebound
267634,housebound
267635,shut-in
267723,developing
267807,chess
267809,Bromus_secalinus
267811,chess_game
267829,reverse
267830,contrary
267833,reverse_gear
267835,reversal
267836,setback
267838,black_eye
267840,verso
267845,turnabout
267846,turnaround
267847,change_by_reversal
267851,invert
267853,overrule
267854,overturn
267855,override
267856,overthrow
267858,revoke
267859,annul
267861,countermand
267863,repeal
267865,rescind
267866,vacate
267869,rearward
267872,inverse
267874,Linux
268037,antihero
268319,vector
268322,transmitter
268326,illustrator
268442,Artemis
268443,Cynthia
268876,psychological
269257,tellurian
269258,earthling
269259,earthman
269260,worldling
269706,beta
269707,Beta
269708,genus_Beta
270400,wetting
270401,making_water
270402,passing_water
270408,news_leak
270519,pineapple
270520,pineapple_plant
270521,Ananas_comosus
270523,ananas
270650,memorabilia
270656,passing_play
270657,passing_game
270660,mountain_pass
270665,laissez_passer
270668,strait
270669,straits
270677,liberty_chit
270690,qualifying
270694,go_across
270695,travel_by
270696,pass_by
270697,surpass
270699,go_by
270701,legislate
270703,elapse
270704,lapse
270706,slip_by
270707,glide_by
270708,slip_away
270710,slide_by
270711,go_along
270724,overtake
270727,hap
270730,occur
270733,come_about
270734,take_place
270737,spend
270743,communicate
270746,pass_along
270747,put_across
270748,evanesce
270750,blow_over
270752,fleet
270755,make_it
270765,sink
270774,make_pass
270775,authorize
270776,authorise
270797,excrete
270798,egest
270799,eliminate
270857,Chicano
270898,manual
270899,manual_of_arms
270940,Shakti
270941,Sakti
271142,catering
271146,cater
271404,redevelopment
271530,broider
271540,emblem
271542,allegory
271544,speckle
271548,maculation
271554,while
271559,temporary_hookup
271564,eyepatch
271572,patch_up
271575,discovery
271577,uncovering
271580,breakthrough
271770,Gujarat
271771,Gujerat
271834,prosper
271835,fly_high
271890,Antarctica
271891,Antarctic_continent
271894,lumen
271895,lm
271938,tango
272182,carnivore
272184,periscope
272200,hellion
272201,heller
272208,annoy
272210,get_to
272212,get_at
272213,irritate
272214,rile
272216,nettle
272219,chafe
272246,divine_revelation
272366,Niagara
272367,Niagara_Falls
272369,Niagara_River
272370,machinist
272371,mechanic
272372,shop_mechanic
272373,automobile_mechanic
272374,auto-mechanic
272375,car-mechanic
272377,grease_monkey
272627,Devon
272628,Devonshire
272710,Durham
272712,shorthorn
272713,Sunderland
272719,Northeast
272720,northeastern_United_States
272723,northeastern
272724,northeasterly
272729,north-east
273204,cavalryman
273205,trooper
273208,state_trooper
273221,pounds_per_square_inch
273222,psi
273224,Algeria
273225,Algerie
273226,Democratic_and_Popular_Republic_of_Algeria
273362,swimming
273369,drown
273371,liquid
273373,naiant
273588,technetium
273589,Tc
273590,atomic_number_43
273591,Trusteeship_Council
273592,TC
273804,windsock
273805,wind_sock
273807,air_sock
273808,air-sleeve
273809,wind_sleeve
273810,wind_cone
273811,drogue
273819,dolly
273903,endgame
273904,end_game
273937,hairy
273938,haired
273939,hirsute
274088,delicacy
274089,goody
274090,kickshaw
274095,do_by
274099,care_for
274107,regale
274136,Fox
274137,Charles_James_Fox
274139,George_Fox
274159,rare
274163,rarefied
274164,rarified
274166,uncommon
274180,Vietnamese
274181,Annamese
274184,Annamite
274203,mire
274204,quagmire
274205,quag
274206,morass
274219,checkup
274220,medical_checkup
274221,medical_examination
274222,medical_exam
274223,medical
274224,health_check
274227,aesculapian
274236,academic_degree
274239,arcdegree
274247,grooming
274283,airborne
274480,leave_office
274482,step_down
274490,reconcile
274628,bleeding
274629,hemorrhage
274630,haemorrhage
274631,shed_blood
274635,leech
274636,phlebotomize
274637,phlebotomise
274781,gardening
274782,horticulture
276306,scenic
276575,childcare
276576,child_care
276621,raid
276622,maraud
276626,foray_into
276785,numb
276787,deadened
276792,stagnant
276800,drained
276802,abruptly
276803,suddenly
276806,absolutely
276807,perfectly
276808,utterly
277148,Naja
277149,genus_Naja
277150,Casablanca
277151,Marrakesh
277152,Marrakech
277171,flotation
277172,floatation
277175,huffy
277191,harebrained
277192,insane
277226,grief
277227,heartache
277228,heartbreak
277229,brokenheartedness
277242,skittish
277243,flighty
277244,spooky
277245,nervous
277247,sis
277248,Sister
277253,barge
277254,flatboat
277255,hoy
277263,tailgate
277264,tailboard
277296,Tasman
277297,Abel_Tasman
277298,Abel_Janszoon_Tasman
277305,shoring
277310,prop_up
277312,shore_up
277736,sleepwalker
277737,somnambulist
277738,noctambulist
278026,1880s
278030,mid-eighties
278103,dictator
278105,potentate
278106,authoritarian
278188,supreme
278693,slipknot
278830,atop
279407,textual_matter
279424,seminar
279426,Singapore
279427,capital_of_Singapore
279429,Republic_of_Singapore
279431,Singapore_Island
279471,Hamilton
279472,William_Rowan_Hamilton
279473,Sir_William_Rowan_Hamilton
279475,Lady_Emma_Hamilton
279476,Amy_Lyon
279478,Alice_Hamilton
279480,Alexander_Hamilton
279484,battalion
279485,large_number
279487,plurality
279491,gang
279495,clique
279496,coterie
279497,ingroup
279498,inner_circle
279503,face_pack
279509,bundle
279517,throng
279524,tamp_down
279525,tamp
279531,load_down
279612,Juno
279637,astronomy
279638,uranology
279646,injury
279648,harm
279649,trauma
279650,distress
279652,suffering
279655,detriment
279657,damage
279660,scathe
279669,injure
279671,wound
279673,bruise
279682,wounded
279685,niobium
279686,Nb
279687,atomic_number_41
279688,nota_bene
279689,NB
279690,N.B.
279692,solar
279697,monastery
279698,Bhutan
279699,Kingdom_of_Bhutan
279836,visiting
279839,travel_to
279842,call_in
279845,inspect
279846,inflict
279849,impose
280248,barb
280255,slam_dance
280257,mosh
280260,flap_down
280300,countdown
280314,cigar
280318,Scotch_whiskey
280319,Scotch_whisky
280320,malt_whiskey
280321,malt_whisky
280322,Scotch_malt_whiskey
280323,Scotch_malt_whisky
280337,economical
280338,frugal
280340,sparing
280341,stinting
280342,bruin
280343,brown_bear
280345,Ursus_arctos
280346,Antofagasta
280364,geek
280366,eccentric_person
280368,oddball
280404,blouse
280441,karaoke
280537,chlorofluorocarbon
280538,CFC
281264,marathon
281265,endurance_contest
281267,Marathon
281268,battle_of_Marathon
281280,scientist
281319,skate
281417,launching
281428,set_in_motion
281485,disobedience
281486,noncompliance
281520,outsource
281523,cozenage
281539,loneliness
281540,solitariness
281541,forlornness
281543,desolation
281544,aloneness
281546,lonesomeness
281550,conveyance
